incident_id,date,month,shift,incident_type,staffing_ratio,avg_experience_years,workload_index,bed_occupancy_rate,checklist_compliance,training_compliance,equipment_maintenance_score,human_factor,communication_issue,protocol_issue,equipment_issue,severity_label,severity_binary
ICU_0392,2025-11-23,11,Night,Blood Transfusion Reaction,2.69,4.3,1.21,0.98,0.9,0.85,0.84,0,0,0,0,Severe,1
ICU_0393,2025-11-02,11,Evening,Medication Error,1.87,3.6,0.73,0.95,0.69,0.7,0.71,0,1,0,0,Moderate,0
ICU_0394,2025-12-11,12,Morning,Medication Error,3.13,6.1,0.71,0.98,0.72,0.98,0.89,0,0,0,0,Near Miss,0
ICU_0395,2025-07-22,7,Night,Central Line Issue,2.55,3.9,0.98,1.12,0.92,0.41,0.69,0,0,0,1,Severe,1
ICU_0396,2025-07-29,7,Night,Handover Communication,2.56,4.3,0.64,0.81,0.81,0.57,0.68,0,0,1,1,Severe,1
ICU_0397,2025-08-03,8,Night,Sepsis Delay,2.49,4.5,1.02,1.03,0.54,0.64,0.96,0,0,1,0,Sentinel,1
ICU_0398,2025-12-18,12,Morning,Central Line Issue,2.5,5.0,1.39,0.95,0.99,0.87,0.93,0,0,0,1,Sentinel,1
ICU_0399,2025-01-01,1,Night,Diagnostic Delay,2.65,4.0,1.47,1.01,0.59,0.41,0.8,1,0,1,0,Severe,1
ICU_0400,2025-04-06,4,Evening,Sepsis Delay,2.08,2.1,1.33,0.74,0.55,0.67,0.77,1,1,1,1,Mild,0
ICU_0401,2025-11-26,11,Night,Blood Transfusion Reaction,2.53,2.9,0.93,1.2,0.53,0.47,0.66,1,0,0,0,Sentinel,1
ICU_0402,2025-06-24,6,Evening,Central Line Issue,2.97,2.1,1.47,1.15,0.72,0.44,0.86,0,0,1,1,Severe,1
ICU_0403,2025-02-09,2,Morning,Diagnostic Delay,2.36,3.9,1.32,0.96,0.72,0.83,0.94,1,0,0,0,Near Miss,0
ICU_0404,2025-03-02,3,Morning,Ventilator Event,2.42,4.8,0.68,0.87,0.99,0.46,0.98,0,0,0,0,Mild,0
ICU_0405,2025-05-10,5,Morning,Medication Error,2.67,5.2,0.64,0.87,0.94,0.84,0.73,0,1,0,0,Severe,1
ICU_0406,2025-06-26,6,Morning,Pressure Injury,2.24,5.2,1.05,1.17,0.72,0.73,0.91,1,1,0,0,Severe,1
ICU_0407,2025-05-13,5,Night,Sepsis Delay,2.4,1.9,1.42,1.03,0.85,0.98,0.84,1,0,1,1,Severe,1
ICU_0408,2025-10-22,10,Evening,Sepsis Delay,2.97,5.7,0.68,0.93,0.87,0.61,0.65,0,1,0,0,Near Miss,0
ICU_0409,2025-05-01,5,Night,Diagnostic Delay,2.49,3.2,1.38,1.11,0.86,0.92,0.9,0,0,0,0,Severe,1
ICU_0410,2025-07-21,7,Evening,Medication Error,2.49,3.4,0.51,0.98,0.62,0.66,0.68,0,0,0,0,Moderate,0
ICU_0411,2025-02-08,2,Evening,Blood Transfusion Reaction,2.32,4.7,0.83,0.71,0.65,0.42,0.78,0,1,1,0,Severe,1
ICU_0412,2025-01-20,1,Morning,Fall,2.47,3.5,1.11,1.16,0.78,0.71,0.62,1,1,0,0,Sentinel,1
ICU_0413,2025-02-11,2,Evening,Blood Transfusion Reaction,1.96,1.6,0.82,1.14,0.7,0.53,0.91,0,0,1,0,Near Miss,0
ICU_0414,2025-04-22,4,Night,Fall,2.29,5.6,1.32,1.05,0.56,0.62,0.94,1,1,0,0,Severe,1
ICU_0415,2025-07-04,7,Morning,Medication Error,2.88,3.5,0.95,0.98,0.69,0.77,0.81,0,0,0,0,Near Miss,0
ICU_0416,2025-02-25,2,Night,Medication Error,2.19,3.3,0.83,1.06,0.61,0.59,0.97,1,0,1,0,Severe,1
ICU_0417,2025-04-27,4,Morning,Central Line Issue,2.49,2.7,1.4,0.92,0.84,0.5,0.7,0,0,0,0,Near Miss,0
ICU_0418,2025-03-01,3,Morning,Fall,1.79,2.9,1.14,1.11,0.68,0.86,0.71,1,0,1,1,Sentinel,1
ICU_0419,2025-07-22,7,Night,Diagnostic Delay,2.32,3.9,0.64,0.76,0.79,0.78,0.62,0,0,0,1,Mild,0
ICU_0420,2025-12-12,12,Night,Central Line Issue,3.13,4.5,1.0,0.93,0.82,0.63,0.84,1,0,0,1,Severe,1
ICU_0421,2025-02-04,2,Morning,Handover Communication,2.74,4.6,0.8,1.08,0.65,0.71,0.8,0,0,0,1,Severe,1
ICU_0422,2025-02-03,2,Evening,Equipment Malfunction,2.54,3.1,1.0,0.96,0.52,0.62,0.77,0,0,0,0,Mild,0
ICU_0423,2025-03-21,3,Evening,Handover Communication,2.86,5.4,0.88,0.9,0.86,0.65,0.84,0,0,1,0,Moderate,0
ICU_0424,2025-12-05,12,Evening,Equipment Malfunction,2.93,5.8,0.58,0.71,0.5,0.48,0.68,0,1,0,0,Severe,1
ICU_0425,2025-12-27,12,Evening,Diagnostic Delay,2.42,5.7,1.15,1.18,0.72,0.88,0.75,0,0,1,0,Sentinel,1
ICU_0426,2025-08-27,8,Morning,Medication Error,2.15,5.3,1.39,0.73,0.73,0.99,0.66,0,0,1,0,Moderate,0
ICU_0427,2025-12-08,12,Evening,Handover Communication,2.38,2.9,0.64,1.04,0.81,0.72,0.99,1,0,1,1,Severe,1
ICU_0428,2025-03-20,3,Morning,Pressure Injury,2.27,1.2,0.96,1.05,0.61,0.85,0.67,0,0,0,0,Severe,1
ICU_0429,2025-07-03,7,Evening,Handover Communication,2.88,3.6,0.89,0.97,0.87,0.86,0.95,0,0,0,0,Sentinel,1
ICU_0430,2025-12-05,12,Morning,Fall,3.44,2.6,1.07,0.95,0.85,0.56,0.63,0,0,1,0,Severe,1
ICU_0431,2025-01-29,1,Evening,Equipment Malfunction,1.43,5.0,1.03,1.01,0.68,0.58,0.87,0,0,0,0,Near Miss,0
ICU_0432,2025-12-07,12,Morning,Fall,2.96,3.5,1.26,1.15,0.55,0.5,0.84,0,1,0,0,Severe,1
ICU_0433,2025-05-10,5,Night,Sepsis Delay,2.12,5.0,0.52,1.13,0.89,0.95,0.72,0,0,0,0,Severe,1
ICU_0434,2025-05-09,5,Evening,Sepsis Delay,3.21,4.1,1.13,0.71,0.75,0.99,0.69,0,0,1,0,Moderate,0
ICU_0435,2025-07-05,7,Evening,Pressure Injury,3.05,3.7,0.77,0.9,0.85,0.67,0.98,0,1,0,0,Moderate,0
ICU_0436,2025-09-25,9,Night,Diagnostic Delay,2.31,5.2,0.5,0.97,0.93,0.95,0.65,0,1,0,1,Sentinel,1
ICU_0437,2025-11-30,11,Night,Pressure Injury,2.5,5.5,1.48,1.1,0.58,0.72,0.95,0,1,0,0,Severe,1
ICU_0438,2025-01-20,1,Morning,Sepsis Delay,3.49,4.9,0.57,0.9,0.66,0.95,0.73,0,0,1,0,Severe,1
ICU_0439,2025-08-31,8,Night,Ventilator Event,2.38,4.7,1.08,0.97,0.55,0.59,0.99,0,0,0,0,Mild,0
ICU_0440,2025-08-07,8,Evening,Sepsis Delay,2.98,4.5,1.22,1.15,0.67,0.53,0.63,0,0,0,0,Severe,1
ICU_0441,2025-02-14,2,Night,Handover Communication,2.53,5.8,1.22,0.73,0.92,0.75,0.65,0,0,0,0,Severe,1
ICU_0442,2025-01-31,1,Morning,Central Line Issue,3.52,3.9,0.84,1.06,0.79,0.9,0.95,0,1,1,0,Sentinel,1
ICU_0443,2025-03-02,3,Morning,Medication Error,2.57,3.2,1.22,0.77,0.94,0.91,0.66,0,1,1,0,Sentinel,1
ICU_0444,2025-04-07,4,Night,Pressure Injury,2.63,5.2,1.29,1.1,0.58,0.44,0.85,1,0,0,1,Moderate,0
ICU_0445,2025-08-20,8,Morning,Ventilator Event,2.01,2.8,0.63,1.13,0.79,0.9,0.82,1,0,0,0,Severe,1
ICU_0446,2025-07-14,7,Evening,Pressure Injury,2.31,4.8,1.41,0.86,0.71,0.8,0.92,1,0,0,0,Severe,1
ICU_0447,2025-04-24,4,Morning,Pressure Injury,2.77,4.8,1.01,0.86,0.61,0.98,0.83,1,1,0,0,Severe,1
ICU_0448,2025-08-25,8,Night,Diagnostic Delay,2.5,4.8,0.88,1.01,1.0,0.92,0.76,0,0,0,0,Severe,1
ICU_0449,2025-11-02,11,Night,Sepsis Delay,2.46,3.2,1.26,0.7,0.92,0.56,0.75,0,0,0,0,Mild,0
ICU_0450,2025-05-20,5,Morning,Blood Transfusion Reaction,2.42,5.0,0.98,0.92,0.68,0.45,0.77,0,0,1,1,Severe,1
ICU_0451,2025-08-30,8,Evening,Fall,1.89,3.9,1.33,0.95,0.62,0.46,0.83,0,0,0,0,Sentinel,1
ICU_0452,2025-08-17,8,Morning,Handover Communication,3.23,3.7,1.49,0.8,0.87,0.66,0.76,0,0,0,0,Near Miss,0
ICU_0453,2025-10-20,10,Evening,Fall,2.13,2.0,0.62,0.93,0.79,0.57,0.78,0,0,0,0,Near Miss,0
ICU_0454,2025-02-26,2,Night,Central Line Issue,3.34,3.5,1.08,1.17,0.76,0.76,0.81,0,0,0,0,Sentinel,1
ICU_0455,2025-08-17,8,Morning,Medication Error,2.1,3.3,0.52,0.81,0.78,0.42,0.73,0,1,1,0,Severe,1
ICU_0456,2025-10-15,10,Evening,Ventilator Event,2.53,3.7,1.01,1.15,0.81,0.82,0.95,0,1,0,0,Severe,1
ICU_0457,2025-08-27,8,Morning,Handover Communication,2.39,5.2,1.08,0.9,0.78,0.96,1.0,0,0,0,0,Mild,0
ICU_0458,2025-02-11,2,Morning,Fall,2.21,3.9,1.46,0.76,0.51,0.82,0.94,0,1,1,1,Severe,1
ICU_0459,2025-08-06,8,Night,Handover Communication,3.05,6.6,0.83,1.01,0.91,0.6,0.78,0,0,1,0,Sentinel,1
ICU_0460,2025-06-25,6,Evening,Sepsis Delay,2.98,4.9,1.14,0.78,0.76,0.66,0.86,1,0,0,0,Near Miss,0
ICU_0461,2025-07-10,7,Evening,Fall,2.2,4.4,0.64,0.74,0.55,0.71,0.6,0,0,0,0,Sentinel,1
ICU_0462,2025-02-16,2,Night,Ventilator Event,2.64,6.1,1.22,0.94,0.95,0.89,0.8,1,1,0,1,Sentinel,1
ICU_0463,2025-09-26,9,Morning,Ventilator Event,2.29,3.5,1.34,1.04,0.63,0.84,0.72,1,1,0,0,Severe,1
ICU_0464,2025-12-14,12,Night,Handover Communication,2.84,2.7,1.24,1.11,0.92,0.73,0.7,1,0,0,0,Sentinel,1
ICU_0465,2025-03-31,3,Night,Sepsis Delay,1.87,5.2,1.29,0.76,0.66,0.42,0.78,0,0,0,0,Moderate,0
ICU_0466,2025-08-05,8,Night,Ventilator Event,2.97,3.1,1.33,0.75,0.83,0.61,0.72,1,0,0,0,Moderate,0
ICU_0467,2025-03-13,3,Night,Ventilator Event,2.17,5.3,0.81,1.08,0.67,0.64,0.9,1,1,1,0,Severe,1
ICU_0468,2025-12-18,12,Night,Pressure Injury,2.67,2.8,0.82,1.12,0.81,0.4,0.65,0,1,0,1,Mild,0
ICU_0469,2025-01-07,1,Morning,Medication Error,2.18,5.1,0.52,1.07,0.84,0.53,0.85,0,0,0,0,Moderate,0
ICU_0470,2025-09-08,9,Morning,Blood Transfusion Reaction,2.73,4.2,0.6,0.79,0.65,0.86,0.79,0,1,0,0,Severe,1
ICU_0471,2025-06-01,6,Evening,Fall,1.96,1.7,1.01,0.86,0.84,0.42,0.84,0,0,0,1,Severe,1
ICU_0472,2025-10-03,10,Night,Diagnostic Delay,2.37,0.7,1.25,0.72,0.61,0.71,0.85,0,1,1,0,Severe,1
ICU_0473,2025-05-04,5,Morning,Equipment Malfunction,2.3,3.2,1.12,1.06,0.72,0.67,0.76,1,0,1,1,Sentinel,1
ICU_0474,2025-12-09,12,Night,Pressure Injury,1.91,5.9,0.76,0.83,0.66,0.73,0.83,0,0,1,0,Sentinel,1
ICU_0475,2025-07-20,7,Morning,Sepsis Delay,3.21,6.5,1.42,0.82,0.52,0.97,0.83,1,1,1,0,Severe,1
ICU_0476,2025-06-28,6,Morning,Pressure Injury,2.38,3.0,0.89,1.08,0.63,0.97,0.83,0,0,0,0,Sentinel,1
ICU_0477,2025-10-18,10,Morning,Diagnostic Delay,2.51,2.6,1.08,1.18,0.96,0.96,0.86,0,0,0,0,Severe,1
ICU_0478,2025-03-31,3,Night,Equipment Malfunction,3.05,5.6,0.55,0.83,0.63,0.87,0.67,0,0,1,0,Mild,0
ICU_0479,2025-04-06,4,Morning,Pressure Injury,2.29,6.3,0.77,1.15,0.65,0.86,0.9,0,0,0,0,Severe,1
ICU_0480,2025-12-31,12,Morning,Ventilator Event,1.9,2.4,0.5,0.93,0.59,0.41,0.85,0,0,1,0,Severe,1
ICU_0481,2025-06-17,6,Night,Equipment Malfunction,2.35,2.9,1.21,1.07,0.98,0.94,0.81,0,1,0,0,Severe,1
ICU_0482,2025-06-11,6,Evening,Ventilator Event,2.44,4.7,1.05,0.97,0.51,0.42,0.7,0,0,0,0,Mild,0
ICU_0483,2025-08-05,8,Night,Central Line Issue,2.26,4.3,1.45,0.73,0.75,0.77,0.88,0,0,0,0,Sentinel,1
ICU_0484,2025-07-14,7,Morning,Equipment Malfunction,2.41,4.9,0.87,0.97,0.62,0.73,0.74,0,0,0,1,Mild,0
ICU_0485,2025-09-03,9,Evening,Ventilator Event,2.42,4.7,1.13,0.89,0.99,0.94,0.73,0,1,1,0,Severe,1
ICU_0486,2025-04-09,4,Night,Blood Transfusion Reaction,1.66,3.9,1.16,0.87,0.66,0.94,0.72,0,1,1,1,Sentinel,1
ICU_0487,2025-07-10,7,Night,Central Line Issue,2.72,7.8,0.76,0.77,0.68,0.59,0.74,0,0,1,0,Severe,1
ICU_0488,2025-11-30,11,Night,Handover Communication,2.56,6.0,1.47,0.85,0.62,0.43,0.95,1,0,1,0,Severe,1
ICU_0489,2025-06-19,6,Morning,Ventilator Event,1.75,3.7,0.53,1.01,0.65,0.79,0.64,0,0,0,0,Mild,0
ICU_0490,2025-02-21,2,Morning,Medication Error,2.05,4.1,1.15,1.07,0.9,0.88,0.95,0,1,0,0,Mild,0
ICU_0491,2025-09-10,9,Night,Pressure Injury,2.61,4.5,0.75,1.14,0.74,0.48,0.92,0,0,0,1,Sentinel,1
ICU_0492,2025-01-23,1,Evening,Diagnostic Delay,2.39,6.0,1.21,0.75,0.56,0.64,0.69,0,0,1,0,Severe,1
ICU_0493,2025-09-01,9,Evening,Handover Communication,2.33,2.8,0.95,0.76,0.56,0.68,0.84,0,0,0,0,Mild,0
ICU_0494,2025-10-20,10,Morning,Handover Communication,2.38,3.6,1.2,1.16,0.5,0.86,0.6,1,1,0,1,Severe,1
ICU_0495,2025-04-15,4,Morning,Diagnostic Delay,2.43,4.7,1.27,0.96,0.68,0.63,0.87,0,1,0,1,Sentinel,1
ICU_0496,2025-08-20,8,Night,Equipment Malfunction,2.57,4.3,0.84,1.08,0.58,0.4,0.88,0,0,0,0,Moderate,0
ICU_0497,2025-02-05,2,Night,Fall,2.43,2.8,1.32,0.89,0.53,0.41,0.96,1,0,0,0,Severe,1
ICU_0498,2025-01-19,1,Night,Pressure Injury,2.7,5.6,0.51,1.08,0.72,0.45,0.9,0,1,0,0,Sentinel,1
ICU_0499,2025-02-20,2,Morning,Medication Error,2.1,5.0,0.82,1.18,0.56,0.89,0.86,0,0,0,1,Severe,1
ICU_0500,2025-02-02,2,Evening,Diagnostic Delay,2.65,1.8,1.08,0.72,0.84,0.43,0.82,0,0,1,1,Severe,1
